4	3	2	1	epik_dhb_head_ito01_01	epik_dhb_head_ito01_02	epik_dhb_head_ito01_03	epik_dhb_head_ito01_04	epik_dhb_head_ito01_05	epik_dhb_head_ito01_06	epik_dhb_head_ito03_13	epik_dhb_head_ito03_14	epik_dhb_head_ito03_16	epik_dhb_head_ito03_17	epik_dhb_head_ito03_18	epik_dhb_head_ito08_43	epik_dhb_head_ito08_44	epik_dhb_head_ito08_46	epik_dhb_head_ito08_47	epik_dhb_head_ito08_48
+H	C10H14N5O7P	HMDB00045	Adenosine monophosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C10H14N5O7P	HMDB01044	2'-Deoxyguanosine 5'-monophosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C10H14N5O7P	HMDB03540	3'-AMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C10H14N5O7P	HMDB11617	Adenosine 2'-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C10H14N5O7P	HMDB59594	2-hydroxy-dAMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C16H28O11	HMDB39953	1-(3-Methylbutanoyl)-6-apiosylglucose	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C21H27N7O14P2	HMDB39421	Fenugreekine	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
+H	C21H29N7O14P2	HMDB01487	NADH	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
+H	C23H46NO7P	HMDB11475	LysoPE(0:0/18:1(11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C23H46NO7P	HMDB11476	LysoPE(0:0/18:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C23H46NO7P	HMDB11505	LysoPE(18:1(11Z)/0:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C23H46NO7P	HMDB11506	LysoPE(18:1(9Z)/0:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C24H50NO7P	HMDB10382	LysoPC(16:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C25H40O3	HMDB38523	Methyl 2-(10-heptadecenyl)-6-hydroxybenzoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
+H	C25H44NO7P	HMDB11487	LysoPE(0:0/20:4(5Z8Z11Z14Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C25H44NO7P	HMDB11488	LysoPE(0:0/20:4(8Z11Z14Z17Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C25H44NO7P	HMDB11517	LysoPE(20:4(5Z8Z11Z14Z)/0:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C25H44NO7P	HMDB11518	LysoPE(20:4(8Z11Z14Z17Z)/0:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C25H46NO7P	HMDB11484	LysoPE(0:0/20:3(11Z14Z17Z))	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C25H46NO7P	HMDB11485	LysoPE(0:0/20:3(5Z8Z11Z))	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C25H46NO7P	HMDB11486	LysoPE(0:0/20:3(8Z11Z14Z))	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C25H46NO7P	HMDB11514	LysoPE(20:3(11Z14Z17Z)/0:0)	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C25H46NO7P	HMDB11515	LysoPE(20:3(5Z8Z11Z)/0:0)	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C25H46NO7P	HMDB11516	LysoPE(20:3(8Z11Z14Z)/0:0)	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C25H47NO4	HMDB05065	Oleoylcarnitine	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C25H47NO4	HMDB06351	Vaccenyl carnitine	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C25H47NO4	HMDB06464	Elaidic carnitine	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C25H47NO4	HMDB13338	11Z-Octadecenylcarnitine	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C26H32O12	HMDB33281	8-Hydroxypinoresinol 8-glucoside	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C26H32O12	HMDB33282	8-Hydroxypinoresinol 4-glucoside	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C26H50NO7P	HMDB10386	LysoPC(18:2(9Z12Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C26H52NO6P	HMDB10408	LysoPC(P-18:1(9Z))	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C26H52NO7P	HMDB02815	LysoPC(18:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C26H52NO7P	HMDB10385	LysoPC(18:1(11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C26H54NO6P	HMDB13122	LysoPC(P-18:0)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
+H	C26H54NO7P	HMDB10384	LysoPC(18:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C26H54NO7P	HMDB11128	LysoPC(0:0/18:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C27H34O16	HMDB37950	Catechin 3'4'-diglucoside	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
+H	C27H34O16	HMDB37951	Catechin 3'5-diglucoside	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
+H	C27H34O16	HMDB37952	Catechin 3'7-diglucoside	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
+H	C27H46NO7P	HMDB11494	LysoPE(0:0/22:5(4Z7Z10Z13Z16Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C27H46NO7P	HMDB11495	LysoPE(0:0/22:5(7Z10Z13Z16Z19Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C27H46NO7P	HMDB11524	LysoPE(22:5(4Z7Z10Z13Z16Z)/0:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C27H46NO7P	HMDB11525	LysoPE(22:5(7Z10Z13Z16Z19Z)/0:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C27H48NO7P	HMDB11493	LysoPE(0:0/22:4(7Z10Z13Z16Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C27H48NO7P	HMDB11523	LysoPE(22:4(7Z10Z13Z16Z)/0:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C28H50NO7P	HMDB10395	LysoPC(20:4(5Z8Z11Z14Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C28H50NO7P	HMDB10396	LysoPC(20:4(8Z11Z14Z17Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C28H52NO7P	HMDB10393	LysoPC(20:3(5Z8Z11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C28H52NO7P	HMDB10394	LysoPC(20:3(8Z11Z14Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C30H28N6O9	HMDB13843	Candesartan N2-glucuronide	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C30H28N6O9	HMDB60879	Candesartan O-glucuronide	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C30H50NO7P	HMDB10404	LysoPC(22:6(4Z7Z10Z13Z16Z19Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C30H52NO7P	HMDB10402	LysoPC(22:5(4Z7Z10Z13Z16Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C30H52NO7P	HMDB10403	LysoPC(22:5(7Z10Z13Z16Z19Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C30H54NO7P	HMDB10401	LysoPC(22:4(7Z10Z13Z16Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C31H34O14	HMDB39041	(R)-Rutaretin 1'-(6''-sinapoylglucoside)	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
+H	C33H28O7	HMDB30134	Asticolorin B	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C33H34N4O6	HMDB01008	Biliverdin	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C34H32FeN4O4	HMDB03178	Heme	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C34H32O11	HMDB36366	trans-delta-Viniferin 3''-glucoside	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C34H32O11	HMDB36367	trans-delta-Viniferin 3'''-glucoside	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C34H32O11	HMDB36569	Pallidol 3-glucoside	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C34H34N4O4	HMDB00241	Protoporphyrin IX	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C35H64O4	HMDB31168	Cohibin A	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C35H64O4	HMDB31169	Cohibin B	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C35H66O4	HMDB33604	Artemoin A	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C35H66O4	HMDB33605	Artemoin B	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C35H66O4	HMDB33606	Artemoin C	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C35H66O4	HMDB33607	Artemoin D	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C37H64O4	HMDB29792	Dieporeticenin	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C37H66O4	HMDB29795	Montecristin	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C37H68O4	HMDB35397	Cohibin C	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C37H68O4	HMDB35398	Cohibin D	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C37H69O7P	HMDB11155	PA(P-16:0e/18:2(9Z12Z))	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
+H	C39H68N7O17P3S	HMDB01322	Oleoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C39H68N7O17P3S	HMDB06521	cis-Vaccenoyl CoA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C39H68N7O17P3S	HMDB06529	trans-Octadec-2-enoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
+H	C39H79N2O6P	HMDB13464	SM(d18:0/16:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H78NO8P	HMDB07872	PC(14:0/18:1(11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H78NO8P	HMDB07873	PC(14:0/18:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H78NO8P	HMDB07904	PC(14:1(9Z)/18:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H78NO8P	HMDB07969	PC(16:0/16:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H78NO8P	HMDB08001	PC(16:1(9Z)/16:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H78NO8P	HMDB08032	PC(18:0/14:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H78NO8P	HMDB08064	PC(18:1(11Z)/14:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H78NO8P	HMDB08097	PC(18:1(9Z)/14:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H78NO8P	HMDB08900	PE(15:0/20:1(11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H78NO8P	HMDB09252	PE(20:1(11Z)/15:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H78NO8P	HMDB10569	PE-NMe(16:0/18:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H80NO8P	HMDB00564	PC(16:0/16:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H80NO8P	HMDB07871	PC(14:0/18:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H80NO8P	HMDB08031	PC(18:0/14:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H80NO8P	HMDB08899	PE(15:0/20:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C40H80NO8P	HMDB09219	PE(20:0/15:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H74O12S	HMDB31134	12-Di-O-(8-hexadecenoyl)-3-O-(6-sulfoquinovopyranosyl)glycerol	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C41H78NO8P	HMDB07940	PC(15:0/18:2(9Z12Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB08132	PC(18:2(9Z12Z)/15:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB08843	PE(14:0/22:2(13Z16Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB08875	PE(14:1(9Z)/22:1(13Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB08934	PE(16:0/20:2(11Z14Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB08966	PE(16:1(9Z)/20:1(11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB08994	PE(18:0/18:2(9Z12Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB09025	PE(18:1(11Z)/18:1(11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB09026	PE(18:1(11Z)/18:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB09058	PE(18:1(9Z)/18:1(11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB09059	PE(18:1(9Z)/18:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB09090	PE(18:2(9Z12Z)/18:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB09254	PE(20:1(11Z)/16:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB09286	PE(20:2(11Z14Z)/16:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB09515	PE(22:1(13Z)/14:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H78NO8P	HMDB09547	PE(22:2(13Z16Z)/14:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB07963	PC(15:0/P-18:1(11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB07964	PC(15:0/P-18:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB09017	PE(18:0/P-18:1(11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB09018	PE(18:0/P-18:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB09049	PE(18:1(11Z)/P-18:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB09082	PE(18:1(9Z)/P-18:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB09279	PE(20:1(11Z)/P-16:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB11271	PC(P-18:1(11Z)/15:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB11304	PC(P-18:1(9Z)/15:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB11348	PE(P-16:0/20:1(11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB11374	PE(dm18:0/18:1(11Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB11375	PE(P-18:0/18:1(9Z))	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB11406	PE(P-18:1(11Z)/18:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO7P	HMDB11439	PE(P-18:1(9Z)/18:0)	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO8P	HMDB07938	PC(15:0/18:1(11Z))	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO8P	HMDB07939	PC(15:0/18:1(9Z))	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO8P	HMDB08066	PC(18:1(11Z)/15:0)	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO8P	HMDB08099	PC(18:1(9Z)/15:0)	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO8P	HMDB08842	PE(14:0/22:1(13Z))	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO8P	HMDB08874	PE(14:1(9Z)/22:0)	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO8P	HMDB08933	PE(16:0/20:1(11Z))	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO8P	HMDB08965	PE(16:1(9Z)/20:0)	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO8P	HMDB08992	PE(18:0/18:1(11Z))	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C41H80NO8P	HMDB08993	PE(18:0/18:1(9Z))	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
