4	3	2	1	epik_dhb_head_ito01_01	epik_dhb_head_ito01_02	epik_dhb_head_ito01_03	epik_dhb_head_ito01_04	epik_dhb_head_ito01_05	epik_dhb_head_ito01_06	epik_dhb_head_ito03_13	epik_dhb_head_ito03_14	epik_dhb_head_ito03_16	epik_dhb_head_ito03_17	epik_dhb_head_ito03_18	epik_dhb_head_ito08_43	epik_dhb_head_ito08_44	epik_dhb_head_ito08_46	epik_dhb_head_ito08_47	epik_dhb_head_ito08_48
+H	C59H98O6	HMDB50879	TG(20:3(5Z8Z11Z)/14:0/22:5(4Z7Z10Z13Z16Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB50884	TG(20:3(5Z8Z11Z)/14:0/22:5(7Z10Z13Z16Z19Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB50919	TG(20:3(5Z8Z11Z)/16:0/20:5(5Z8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB51004	TG(20:3(5Z8Z11Z)/14:1(9Z)/22:4(7Z10Z13Z16Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB51020	TG(20:3(5Z8Z11Z)/16:1(9Z)/20:4(5Z8Z11Z14Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB51026	TG(20:3(5Z8Z11Z)/16:1(9Z)/20:4(8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB51043	TG(20:3(5Z8Z11Z)/18:1(11Z)/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB51061	TG(20:3(5Z8Z11Z)/18:1(9Z)/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52424	TG(18:2(9Z12Z)/15:0/22:6(4Z7Z10Z13Z16Z19Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52630	TG(18:2(9Z12Z)/18:2(9Z12Z)/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52660	TG(18:2(9Z12Z)/20:2n6/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52756	TG(18:2(9Z12Z)/18:4(6Z9Z12Z15Z)/18:2(9Z12Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52758	TG(18:2(9Z12Z)/18:4(6Z9Z12Z15Z)/20:2n6)	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52879	TG(18:3(6Z9Z12Z)/16:0/22:5(4Z7Z10Z13Z16Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52884	TG(18:3(6Z9Z12Z)/16:0/22:5(7Z10Z13Z16Z19Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52897	TG(18:3(6Z9Z12Z)/18:0/20:5(5Z8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52962	TG(18:3(6Z9Z12Z)/16:1(9Z)/22:4(7Z10Z13Z16Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52974	TG(18:3(6Z9Z12Z)/18:1(11Z)/20:4(5Z8Z11Z14Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52980	TG(18:3(6Z9Z12Z)/18:1(11Z)/20:4(8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52988	TG(18:3(6Z9Z12Z)/18:1(9Z)/20:4(5Z8Z11Z14Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB52994	TG(18:3(6Z9Z12Z)/18:1(9Z)/20:4(8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53007	TG(18:3(6Z9Z12Z)/20:1(11Z)/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53288	TG(20:2n6/15:0/22:6(4Z7Z10Z13Z16Z19Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53466	TG(20:2n6/18:2(9Z12Z)/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53492	TG(20:2n6/20:2n6/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53576	TG(20:2n6/18:4(6Z9Z12Z15Z)/20:2n6)	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53657	TG(20:3n6/14:0/22:5(4Z7Z10Z13Z16Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53662	TG(20:3n6/14:0/22:5(7Z10Z13Z16Z19Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53685	TG(20:3n6/16:0/20:5(5Z8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53740	TG(20:3n6/14:1(9Z)/22:4(7Z10Z13Z16Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53750	TG(20:3n6/16:1(9Z)/20:4(5Z8Z11Z14Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53756	TG(20:3n6/16:1(9Z)/20:4(8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53767	TG(20:3n6/18:1(11Z)/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB53779	TG(20:3n6/18:1(9Z)/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB54014	TG(20:4(5Z8Z11Z14Z)/14:0/22:4(7Z10Z13Z16Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB54034	TG(20:4(5Z8Z11Z14Z)/16:0/20:4(5Z8Z11Z14Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB54040	TG(20:4(5Z8Z11Z14Z)/16:0/20:4(8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB54050	TG(20:4(5Z8Z11Z14Z)/18:0/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB54115	TG(20:4(5Z8Z11Z14Z)/18:1(11Z)/18:3(9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB54417	TG(22:2(13Z16Z)/14:1(9Z)/20:5(5Z8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB54644	TG(22:4(7Z10Z13Z16Z)/14:0/20:4(8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB54661	TG(22:4(7Z10Z13Z16Z)/16:0/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB54714	TG(22:4(7Z10Z13Z16Z)/16:1(9Z)/18:3(9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB54926	TG(22:5(4Z7Z10Z13Z16Z)/16:0/18:3(9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB55166	TG(18:3(9Z12Z15Z)/16:0/22:5(7Z10Z13Z16Z19Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB55172	TG(18:3(9Z12Z15Z)/18:0/20:5(5Z8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB55213	TG(18:3(9Z12Z15Z)/18:1(11Z)/20:4(8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB55220	TG(18:3(9Z12Z15Z)/18:1(9Z)/20:4(8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB55226	TG(18:3(9Z12Z15Z)/20:1(11Z)/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB55376	TG(18:4(6Z9Z12Z15Z)/18:0/20:4(8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB55381	TG(18:4(6Z9Z12Z15Z)/20:0/18:4(6Z9Z12Z15Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C59H98O6	HMDB55546	TG(20:4(8Z11Z14Z17Z)/16:0/20:4(8Z11Z14Z17Z))	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
+H	C61H100O6	HMDB05463	TG(18:1(9Z)/20:4(5Z8Z11Z14Z)/20:4(5Z8Z11Z14Z))[iso3]	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB10488	TG(18:2(9Z12Z)/18:1(9Z)/22:6(4Z7Z10Z13Z16Z19Z))[iso6]	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB10495	TG(18:2(9Z12Z)/18:2(9Z12Z)/22:5(7Z10Z13Z16Z19Z))[iso3]	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB10505	TG(18:3(9Z12Z15Z)/18:1(9Z)/22:5(7Z10Z13Z16Z19Z))[iso6]	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB10522	TG(20:4(5Z8Z11Z14Z)/18:1(11Z)/20:4(5Z8Z11Z14Z))[iso3]	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB42713	TG(14:0/22:4(7Z10Z13Z16Z)/22:5(4Z7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB42718	TG(14:0/22:4(7Z10Z13Z16Z)/22:5(7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB42742	TG(14:0/22:5(4Z7Z10Z13Z16Z)/22:4(7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB42892	TG(14:0/22:5(7Z10Z13Z16Z19Z)/22:4(7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44191	TG(16:0/20:3(5Z8Z11Z)/22:6(4Z7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44359	TG(16:0/20:3n6/22:6(4Z7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44381	TG(16:0/20:4(5Z8Z11Z14Z)/22:5(4Z7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44386	TG(16:0/20:4(5Z8Z11Z14Z)/22:5(7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44441	TG(16:0/22:4(7Z10Z13Z16Z)/20:5(5Z8Z11Z14Z17Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44462	TG(16:0/22:5(4Z7Z10Z13Z16Z)/20:4(5Z8Z11Z14Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44468	TG(16:0/22:5(4Z7Z10Z13Z16Z)/20:4(8Z11Z14Z17Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44549	TG(16:0/20:4(8Z11Z14Z17Z)/22:5(4Z7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44554	TG(16:0/20:4(8Z11Z14Z17Z)/22:5(7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44576	TG(16:0/20:5(5Z8Z11Z14Z17Z)/22:4(7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44602	TG(16:0/22:5(7Z10Z13Z16Z19Z)/20:4(5Z8Z11Z14Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44608	TG(16:0/22:5(7Z10Z13Z16Z19Z)/20:4(8Z11Z14Z17Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44623	TG(16:0/22:6(4Z7Z10Z13Z16Z19Z)/20:3(5Z8Z11Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB44629	TG(16:0/22:6(4Z7Z10Z13Z16Z19Z)/20:3n6)	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45125	TG(18:0/18:3(6Z9Z12Z)/22:6(4Z7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45204	TG(18:0/20:4(5Z8Z11Z14Z)/20:5(5Z8Z11Z14Z17Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45283	TG(18:0/22:5(4Z7Z10Z13Z16Z)/18:4(6Z9Z12Z15Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45314	TG(18:0/18:3(9Z12Z15Z)/22:6(4Z7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45335	TG(18:0/18:4(6Z9Z12Z15Z)/22:5(4Z7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45340	TG(18:0/18:4(6Z9Z12Z15Z)/22:5(7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45366	TG(18:0/20:4(8Z11Z14Z17Z)/20:5(5Z8Z11Z14Z17Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45386	TG(18:0/20:5(5Z8Z11Z14Z17Z)/20:4(5Z8Z11Z14Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45392	TG(18:0/20:5(5Z8Z11Z14Z17Z)/20:4(8Z11Z14Z17Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45418	TG(18:0/22:5(7Z10Z13Z16Z19Z)/18:4(6Z9Z12Z15Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45437	TG(18:0/22:6(4Z7Z10Z13Z16Z19Z)/18:3(6Z9Z12Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB45444	TG(18:0/22:6(4Z7Z10Z13Z16Z19Z)/18:3(9Z12Z15Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB46123	TG(20:0/18:4(6Z9Z12Z15Z)/20:5(5Z8Z11Z14Z17Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB46173	TG(20:0/20:5(5Z8Z11Z14Z17Z)/18:4(6Z9Z12Z15Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48205	TG(14:1(9Z)/22:2(13Z16Z)/22:6(4Z7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48221	TG(14:1(9Z)/22:4(7Z10Z13Z16Z)/22:4(7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48381	TG(14:1(9Z)/22:6(4Z7Z10Z13Z16Z19Z)/22:2(13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48691	TG(16:1(9Z)/20:3(5Z8Z11Z)/22:5(4Z7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48696	TG(16:1(9Z)/20:3(5Z8Z11Z)/22:5(7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48823	TG(16:1(9Z)/20:3n6/22:5(4Z7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48828	TG(16:1(9Z)/20:3n6/22:5(7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48844	TG(16:1(9Z)/20:4(5Z8Z11Z14Z)/22:4(7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48886	TG(16:1(9Z)/22:4(7Z10Z13Z16Z)/20:4(5Z8Z11Z14Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48892	TG(16:1(9Z)/22:4(7Z10Z13Z16Z)/20:4(8Z11Z14Z17Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48901	TG(16:1(9Z)/22:5(4Z7Z10Z13Z16Z)/20:3(5Z8Z11Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48907	TG(16:1(9Z)/22:5(4Z7Z10Z13Z16Z)/20:3n6)	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB48976	TG(16:1(9Z)/20:4(8Z11Z14Z17Z)/22:4(7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB49011	TG(16:1(9Z)/22:5(7Z10Z13Z16Z19Z)/20:3(5Z8Z11Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB49017	TG(16:1(9Z)/22:5(7Z10Z13Z16Z19Z)/20:3n6)	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB49341	TG(18:1(11Z)/20:3(5Z8Z11Z)/20:5(5Z8Z11Z14Z17Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB49421	TG(18:1(11Z)/18:3(6Z9Z12Z)/22:5(4Z7Z10Z13Z16Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB49426	TG(18:1(11Z)/18:3(6Z9Z12Z)/22:5(7Z10Z13Z16Z19Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB49467	TG(18:1(11Z)/20:3n6/20:5(5Z8Z11Z14Z17Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
+H	C61H100O6	HMDB49481	TG(18:1(11Z)/20:4(5Z8Z11Z14Z)/20:4(5Z8Z11Z14Z))	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
