formula_i,chaos,spatial,spectral,msm,total_iso_ints,min_iso_ints,max_iso_ints,formula,fdr,moldb_id,chem_mod,neutral_loss,adduct
1360664,0.999224405377456,0.5998289083420981,0.9124867951573667,0.5469114473899058,"[34583130112.0, 19034906624.0, 7026487.5, 0]","[0, 0, 0, 0]","[27212462.0, 15204615.0, 2473825.25, 0]",C62H100O6,0.2,22.0,-CO2+CO,,+H
1360664,0.999224405377456,0.5998289083420981,0.9124867951573667,0.5469114473899058,"[34583130112.0, 19034906624.0, 7026487.5, 0]","[0, 0, 0, 0]","[27212462.0, 15204615.0, 2473825.25, 0]",C62H102O6,0.2,22.0,,-H2O,+H
1101178,0.9983965529420075,0.8375122274143748,0.9718934960291158,0.8126675245591631,"[202808999936.0, 99158261760.0, 2325622784.0, 1192914432.0]","[0, 0, 0, 0]","[167345760.0, 80824208.0, 34184060.0, 14435868.0]",C44H80NO10P,0.2,22.0,-CO2+CO,-H2O,+H
127319,0.9965010496850945,0.2726608722536731,0.9233774576719362,0.25088797614567526,"[2670017536.0, 0, 153456272.0, 0]","[0, 0, 0, 0]","[13639171.0, 0, 2918226.5, 0]",C12H22N2O10S4,0.2,22.0,,,+H
127804,0.9893801473775466,0.1855969773876947,0.7057299031559605,0.129590334383922,"[813650368.0, 0, 756634.1875, 4358685696.0]","[0, 0, 0, 0]","[2776172.5, 0, 756634.1875, 3295100.5]",C12H22NO10S3,0.2,22.0,,,+H
940973,0.9713450292397661,0.2192716360382138,0.4694356384669226,0.09998435198023119,"[193670240.0, 952296.3125, 12301238272.0, 2618630656.0]","[0, 0, 0, 0]","[5635618.0, 952296.3125, 11534984.0, 3801501.5]",C37H62O10,0.2,22.0,,,+H
941150,0.974903474903475,0.37397811547202825,0.8731137687858601,0.318330787897344,"[894030208.0, 22301200.0, 4527764.0, 0]","[0, 0, 0, 0]","[14480951.0, 2370128.0, 1051657.5, 0]",C37H62O10,0.2,22.0,-CO2+CO,,+H
1192182,0.9985932445648086,0.48489317086491096,0.9391693619057191,0.45475617793618067,"[57151979520.0, 22712365056.0, 2615822592.0, 1936138112.0]","[0, 0, 0, 0]","[39837512.0, 17209686.0, 15996409.0, 8585233.0]",C49H78NO8P,0.2,22.0,,-H2O,+H
1192182,0.9985932445648086,0.48489317086491096,0.9391693619057191,0.45475617793618067,"[57151979520.0, 22712365056.0, 2615822592.0, 1936138112.0]","[0, 0, 0, 0]","[39837512.0, 17209686.0, 15996409.0, 8585233.0]",C49H76NO8P,0.2,22.0,-CO2+CO,,+H
1158917,0.9986359761295822,0.7502872743914036,0.9434971117200112,0.7069282922035067,"[36981637120.0, 15855308800.0, 33461060.0, 0]","[0, 0, 0, 0]","[28133976.0, 13064641.0, 1706611.5, 0]",C47H80NO8P,0.2,22.0,-CO2+CO,-H2O,+H
1158831,0.9954240631163708,0.16021047742560304,0.6591169956938924,0.10511424129976733,"[24401088512.0, 1516203392.0, 106555936.0, 53696856064.0]","[0, 0, 0, 0]","[27968992.0, 9581265.0, 2620120.0, 46515676.0]",C47H77O8P,0.2,22.0,,,+H
1126401,0.9967793880837359,0.35084751865729935,0.9206239215202003,0.3219583652822949,"[9619382272.0, 3872718080.0, 0, 138250320.0]","[0, 0, 0, 0]","[7522382.5, 4558967.0, 0, 1584176.0]",C45H82O16P2,0.2,22.0,-CO2+CO,,+H
985945,0.9967575757575757,0.4859425807749872,0.8937256610394007,0.43289117147569217,"[3625552384.0, 460073408.0, 54572124.0, 0]","[0, 0, 0, 0]","[4792486.5, 2235392.75, 1476126.75, 0]",C39H77N2O7P,0.2,22.0,-CO2+CO,,+H
1033582,0.9973886328725038,0.3403961814443631,0.8935944792539355,0.30338183290264825,"[7407615488.0, 1205031936.0, 840810.5625, 0]","[0, 0, 0, 0]","[5025446.5, 2099000.25, 840810.5625, 0]",C41H72O5,0.2,22.0,,-H2O,+H
1033582,0.9973886328725038,0.3403961814443631,0.8935944792539355,0.30338183290264825,"[7407615488.0, 1205031936.0, 840810.5625, 0]","[0, 0, 0, 0]","[5025446.5, 2099000.25, 840810.5625, 0]",C41H70O5,0.2,22.0,-CO2+CO,,+H
1190787,0.997206976460544,0.4310753230959363,0.9365464175188107,0.40259444433853875,"[7308542976.0, 4243781376.0, 10696155.0, 0]","[0, 0, 0, 0]","[7415259.0, 4720494.0, 2667912.5, 0]",C49H74NO8P,0.2,22.0,,-H2O,+H
1033583,0.9974775397373877,0.35390628794871964,0.8856988085562922,0.31266370136518185,"[5035513856.0, 728009536.0, 0, 0]","[0, 0, 0, 0]","[5482544.0, 2380215.5, 0, 0]",C41H70O5,0.2,22.0,,,+H
1126401,0.9967793880837359,0.35084751865729935,0.9206239215202003,0.3219583652822949,"[9619382272.0, 3872718080.0, 0, 138250320.0]","[0, 0, 0, 0]","[7522382.5, 4558967.0, 0, 1584176.0]",C45H84O16P2,0.2,22.0,,-H2O,+H
1157583,0.9973601380850848,0.12931343458702757,0.8352593814416771,0.10772512721508817,"[6272467968.0, 276777152.0, 0, 0]","[0, 0, 0, 0]","[4094041.5, 1772278.5, 0, 0]",C47H76NO8P,0.2,22.0,,,+H
1317184,0.9965367965367965,0.2973401048251947,0.8201067245264795,0.24300611512880654,"[4634761216.0, 884099456.0, 0, 0]","[0, 0, 0, 0]","[7743678.0, 3798149.5, 0, 0]",C58H96O6,0.2,22.0,-CO2+CO,,+H
1191416,0.9983940972222223,0.7147837414548485,0.9514975020545842,0.6790227460249317,"[10564628480.0, 5177433088.0, 1223753.625, 0]","[0, 0, 0, 0]","[10824928.0, 6038268.0, 1223753.625, 0]",C49H76NO8P,0.2,22.0,-CO2+CO,-H2O,+H
1191417,0.9989544025157233,0.6281325213775084,0.9350398900643709,0.5867148540477578,"[53628350464.0, 22058168320.0, 1274262656.0, 0]","[0, 0, 0, 0]","[68352600.0, 22986806.0, 7754708.5, 0]",C49H76NO8P,0.2,22.0,,-H2O,+H
926602,0.9985233543172457,0.6022208493745573,0.9326682467135554,0.5608428727971708,"[10475919360.0, 2404105984.0, 0, 0]","[0, 0, 0, 0]","[7721899.0, 2989186.75, 0, 0]",C36H72NO8P,0.2,22.0,,,+Na
927009,0.9979478158897684,0.4326423393511776,0.9392037685711517,0.40550543247530624,"[8569389056.0, 2851272192.0, 2365393.5, 0]","[0, 0, 0, 0]","[8719753.0, 3868051.75, 838651.5, 0]",C36H72NO8P,0.2,22.0,,,+H
649506,0.9555555555555556,0.42519710200363375,0.9310541407917793,0.37828678814100786,"[26356900.0, 0, 1514383.75, 0]","[0, 0, 0, 0]","[3146213.75, 0, 840152.6875, 0]",C25H45NO,0.2,22.0,,,+H
649204,0.9551282051282052,0.31215613220285565,0.9270833710494841,0.2764090970584768,"[563549760.0, 56483968.0, 0, 0]","[0, 0, 0, 0]","[7747310.0, 1786021.0, 0, 0]",C25H44NO7P,0.2,22.0,,,+H
1126302,0.9985102826829445,0.3715313301329148,0.9276536531439307,0.3441389610130499,"[26840401920.0, 9223880704.0, 0, 0]","[0, 0, 0, 0]","[17308410.0, 8740346.0, 0, 0]",C45H82NO8P,0.2,22.0,,,+H
43425,0.9988154269972451,0.39487746180019584,0.9630790022259755,0.37984770094092285,"[22790995968.0, 1578897792.0, 0, 0]","[0, 0, 0, 0]","[34795944.0, 6144174.5, 0, 0]",C10H19O6PS2,0.2,22.0,-CO2+CO,,+H
1192129,0.9622222222222222,0.5247781964538631,0.9198485088717521,0.4644804870399592,"[10213488640.0, 10059646976.0, 537211968.0, 0]","[0, 0, 0, 0]","[68129648.0, 37254300.0, 7116004.0, 0]",C49H78O2,0.2,22.0,,-H2O,+Na
935027,0.9961708720672864,0.5665357797224895,0.879525064310301,0.4963744309690033,"[2591313152.0, 209310624.0, 0, 144888544.0]","[0, 0, 0, 0]","[8731617.0, 2678748.25, 0, 2137960.5]",C37H52O7,0.2,22.0,,-H2O,+Na
1192181,0.9975562072336266,0.5190623149673443,0.9023386754695011,0.46722540255144546,"[5096403456.0, 1615318784.0, 0, 0]","[0, 0, 0, 0]","[6108883.5, 3224110.5, 0, 0]",C49H78NO8P,0.2,22.0,-CO2+CO,-H2O,+H
1141367,0.9978748877581562,0.5746964917992189,0.9472271336976054,0.5432112673369829,"[9716295680.0, 4438937600.0, 1315206.875, 0]","[0, 0, 0, 0]","[8750914.0, 4459229.5, 1315206.875, 0]",C46H78NO10P,0.2,22.0,-CO2+CO,-H2O,+H
1034231,0.9986767169179229,0.7766198865014685,0.9682332145073419,0.7509541275435156,"[69861916672.0, 29958107136.0, 1985597440.0, 38815184.0]","[0, 0, 0, 0]","[50183256.0, 23673562.0, 8204744.5, 3444932.75]",C41H74NO8P,0.2,22.0,,-H2O,+Na
942663,0.9968069120961683,0.16107830823439118,0.8739412096372579,0.14032347107206114,"[3338424832.0, 92743024.0, 0, 0]","[0, 0, 0, 0]","[3470234.0, 1322658.75, 0, 0]",C37H64O5,0.2,22.0,,,+H
1142118,0.9985777777777778,0.2663313615932527,0.8334368347253001,0.2216546758057457,"[27577069568.0, 473798304.0, 0, 154997760.0]","[0, 0, 0, 0]","[33425880.0, 7754708.5, 0, 5893468.5]",C46H77O10P,0.2,22.0,,,+H
128494,0.9969815340909091,0.2721797252689823,0.9331461406386325,0.2532168197787631,"[4280440576.0, 0, 86347808.0, 75276720.0]","[0, 0, 0, 0]","[6905353.5, 0, 1412681.25, 1075957.375]",C12H22NO10S3,0.2,22.0,-CO2+CO,,+H
1122429,0.9939883148831489,0.5356019818546177,0.9696713618596535,0.5162356869829524,"[474440138752.0, 243978272768.0, 131832438784.0, 3681520128.0]","[0, 0, 0, 0]","[725298048.0, 359138432.0, 101583640.0, 38521844.0]",C45H78NO7P,0.2,22.0,,,+Na
1038046,0.9893045563549161,0.4701011246254392,0.9181091196599124,0.4269879320350081,"[4118541824.0, 1369554048.0, 0, 0]","[0, 0, 0, 0]","[7688501.0, 4646162.0, 0, 0]",C41H76NO10P,0.2,22.0,,,+H
557243,0.9584313725490197,0.20876336566520468,0.9229401404408603,0.18466680942095037,"[161875824.0, 1003356.25, 0, 0]","[0, 0, 0, 0]","[5454604.0, 1003356.25, 0, 0]",C23H16O11,0.2,22.0,,,+H
1038085,0.9973188405797101,0.4872006713068328,0.8842726023307019,0.42966311318371964,"[54251634688.0, 7556970496.0, 0, 19726336.0]","[0, 0, 0, 0]","[89702312.0, 18493800.0, 0, 2425795.25]",C41H76NO8P,0.2,22.0,,,+H
1038085,0.9973188405797101,0.4872006713068328,0.8842726023307019,0.42966311318371964,"[54251634688.0, 7556970496.0, 0, 19726336.0]","[0, 0, 0, 0]","[89702312.0, 18493800.0, 0, 2425795.25]",C41H78NO10P,0.2,22.0,-CO2+CO,-H2O,+H
984952,0.9988505747126437,0.7601569263133797,0.9561649795730447,0.725999988895545,"[19375497216.0, 9936572416.0, 196068448.0, 0]","[0, 0, 0, 0]","[19518464.0, 8220668.0, 2190807.75, 0]",C39H76NO10P,0.2,22.0,,,+Na
1226926,0.9932862830256967,0.29520077087253577,0.8534969365956094,0.2502614127989247,"[3806172672.0, 806369152.0, 19677446.0, 2064121.0]","[0, 0, 0, 0]","[6076163.5, 3147877.0, 4804922.0, 2064121.0]",C50H82NO8P,0.2,22.0,,,+H
556249,0.9983123493169033,0.3073778284351416,0.9295266270807987,0.2852336875112579,"[5303582208.0, 66260632.0, 0, 0]","[0, 0, 0, 0]","[8767061.0, 1959682.25, 0, 0]",C22H46NO7P,0.2,22.0,,,+H
1122356,0.9824409902130109,0.5833124975964123,0.95241895109421,0.5458028309193138,"[2949894912.0, 1893359872.0, 9291332.0, 1045363.9375]","[0, 0, 0, 0]","[10694271.0, 4985703.0, 3379955.25, 1045363.9375]",C45H80NO7P,0.2,22.0,,-H2O,+Na
1228118,0.997657450076805,0.41358587648587325,0.8624820114492723,0.3558747667884168,"[7315619840.0, 1396286208.0, 0, 0]","[0, 0, 0, 0]","[8364678.5, 4083682.75, 0, 0]",C50H84NO8P,0.2,22.0,,,+H
1228118,0.997657450076805,0.41358587648587325,0.8624820114492723,0.3558747667884168,"[7315619840.0, 1396286208.0, 0, 0]","[0, 0, 0, 0]","[8364678.5, 4083682.75, 0, 0]",C50H86NO10P,0.2,22.0,-CO2+CO,-H2O,+H
945298,0.9986666666666667,0.6352322108628622,0.9390677133750558,0.5957306916375463,"[8380844032.0, 2192276480.0, 0, 0]","[0, 0, 0, 0]","[8189932.5, 2902334.0, 0, 0]",C37H70O5,0.2,22.0,-CO2+CO,-H2O,+H
552364,0.9973180076628353,0.25089689874201015,0.9303718196857863,0.23280135372667893,"[12154851328.0, 175889376.0, 0, 0]","[0, 0, 0, 0]","[18596604.0, 2602450.0, 0, 0]",C22H38O7,0.2,22.0,-CO2+CO,,+H
530249,0.9985845197185403,0.6574785880964359,0.942599832111953,0.6188619781300925,"[15217324032.0, 957451520.0, 0, 0]","[0, 0, 0, 0]","[16489728.0, 2620030.25, 0, 0]",C22H24O9,0.2,22.0,-CO2+CO,-H2O,+H
981742,0.9962849872773537,0.47164436207841953,0.9132665382547746,0.4291368203561992,"[6013965312.0, 1381812480.0, 0, 0]","[0, 0, 0, 0]","[7075625.5, 2887893.5, 0, 0]",C39H68O5,0.2,22.0,,,+H
140149,0.997196261682243,0.2714377340971766,0.9603737242368502,0.2599507844131491,"[3929172992.0, 0, 27380864.0, 0]","[0, 0, 0, 0]","[8157914.5, 0, 1041747.9375, 0]",C13H12N2O,0.2,22.0,,-H2O,+H
1077126,0.9971749450040523,0.2743819148817242,0.8828379520435946,0.24155044127098182,"[5519617024.0, 975711296.0, 3771326.5, 0]","[0, 0, 0, 0]","[5020251.0, 5191627.5, 2218230.5, 0]",C43H72NO8P,0.2,22.0,-CO2+CO,,+H
1016773,0.9916296296296296,0.2456730277263581,0.7316569479865509,0.17824381717432072,"[2850457088.0, 36211936.0, 0, 4401776640.0]","[0, 0, 0, 0]","[6427917.5, 1821335.25, 0, 5709494.5]",C40H71O10P,0.2,22.0,,,+H
1121657,0.9979677591871037,0.7019266420827109,0.9511814281297598,0.6663027407990565,"[19555856384.0, 8479681536.0, 28480886.0, 0]","[0, 0, 0, 0]","[14336674.0, 6946998.5, 1812744.125, 0]",C45H78NO10P,0.2,22.0,-CO2+CO,-H2O,+H
1355651,0.996081560283688,0.3196986040471433,0.825854596297117,0.2629899972539202,"[4882305024.0, 1252250368.0, 0, 0]","[0, 0, 0, 0]","[5742015.5, 4018936.75, 0, 0]",C61H108O6,0.2,22.0,,,+H
519075,0.9355555555555556,0.27365339619720336,0.9347168468238584,0.23930429572971973,"[19809048.0, 692919.75, 0, 0]","[0, 0, 0, 0]","[2076227.25, 692919.75, 0, 0]",C22H18O10,0.2,22.0,,-H2O,+H
519075,0.9355555555555556,0.27365339619720336,0.9347168468238584,0.23930429572971973,"[19809048.0, 692919.75, 0, 0]","[0, 0, 0, 0]","[2076227.25, 692919.75, 0, 0]",C22H16O9,0.2,22.0,,,+H
31151,0.9979293414451916,0.5139504721215222,0.9653076234237107,0.49509301303948744,"[6682457600.0, 0, 117154016.0, 0]","[0, 0, 0, 0]","[21050488.0, 0, 2488620.5, 0]",C10H15N5O11P2,0.2,22.0,-CO2+CO,,+H
945299,0.997712769771277,0.6689767002924897,0.9853480125309134,0.6576671773921692,"[49545789440.0, 20483125248.0, 2240415232.0, 0]","[0, 0, 0, 0]","[26800706.0, 12819774.0, 2332033.25, 0]",C37H70O6,0.2,22.0,-CO2+CO,-H2O,+H
1077126,0.9971749450040523,0.2743819148817242,0.8828379520435946,0.24155044127098182,"[5519617024.0, 975711296.0, 3771326.5, 0]","[0, 0, 0, 0]","[5020251.0, 5191627.5, 2218230.5, 0]",C43H74NO8P,0.2,22.0,,-H2O,+H
1225634,0.995688388045076,0.3039446514870225,0.8410382640293139,0.2545269086414574,"[3725813504.0, 360763840.0, 167051648.0, 14973686.0]","[0, 0, 0, 0]","[7212584.0, 2604885.25, 6764717.0, 3451683.25]",C50H80NO8P,0.2,22.0,,,+H
1077127,0.9940397350993377,0.32692632606661676,0.8510126131602855,0.27656017153133877,"[3035102720.0, 117268408.0, 0, 0]","[0, 0, 0, 0]","[6154253.5, 2697802.5, 0, 0]",C43H72NO8P,0.2,22.0,,,+H
1225633,0.9982379917933865,0.3042735843349657,0.856164918371343,0.2600493506115227,"[7103435776.0, 1419147008.0, 2579760.0, 0]","[0, 0, 0, 0]","[6373893.5, 3362134.5, 1510759.375, 0]",C50H80NO8P,0.2,22.0,-CO2+CO,,+H
1225633,0.9982379917933865,0.3042735843349657,0.856164918371343,0.2600493506115227,"[7103435776.0, 1419147008.0, 2579760.0, 0]","[0, 0, 0, 0]","[6373893.5, 3362134.5, 1510759.375, 0]",C50H82NO8P,0.2,22.0,,-H2O,+H
1124148,0.9854436450839329,0.11694927446719447,0.8374725846600944,0.09651613539776525,"[2130788608.0, 57253832.0, 0, 0]","[0, 0, 0, 0]","[3713599.0, 1737061.25, 0, 0]",C45H79O13P,0.2,22.0,,,+H
986092,0.9988014664410604,0.6541685369718061,0.9194525394905425,0.6007560322969078,"[80932478976.0, 18881871872.0, 1922133.875, 29176458.0]","[0, 0, 0, 0]","[45692600.0, 18493800.0, 983206.6875, 1564313.125]",C39H78NO8P,0.2,22.0,,,+Na
1156402,0.9979008527785587,0.3416605029646792,0.8691368665065856,0.2963263977363485,"[7327545344.0, 1243834752.0, 7559783.5, 0]","[0, 0, 0, 0]","[6671892.0, 3067136.25, 2339824.5, 0]",C47H74NO8P,0.2,22.0,,,+H
39685,0.9987553317949793,0.560481865907807,0.9665712097579382,0.5410713416105809,"[209430347776.0, 31252508672.0, 0, 872346240.0]","[0, 0, 0, 0]","[375521152.0, 56939660.0, 0, 4736437.5]",C10H19O6PS2,0.2,22.0,,-H2O,+H
1081981,0.9748917748917749,0.175927615463217,0.8581761527417997,0.1471861226046488,"[1721100160.0, 212791104.0, 44199432.0, 0]","[0, 0, 0, 0]","[7532335.5, 2700351.25, 1866836.5, 0]",C43H80NO10P,0.2,22.0,,,+H
1123984,0.9954945968412302,0.6384966785720533,0.94720076573026,0.6020597446699014,"[11615582208.0, 5831647744.0, 29083264.0, 0]","[0, 0, 0, 0]","[20436872.0, 9155873.0, 1706611.5, 0]",C45H82NO7P,0.2,22.0,,-H2O,+Na
944004,0.9982231852654387,0.6457482483977718,0.9616224758774534,0.6198626878270626,"[18759651328.0, 6399154176.0, 729353.375, 0]","[0, 0, 0, 0]","[13290335.0, 4454966.0, 729353.375, 0]",C37H68O6,0.2,22.0,-CO2+CO,-H2O,+H
1198711,0.9993221980150084,0.18153719965860599,0.8181582539693676,0.14842548697825247,"[45557301248.0, 501955776.0, 2938876.5, 5326348.5]","[0, 0, 0, 0]","[45240676.0, 10250873.0, 2938876.5, 2205686.5]",C49H90NO8P,0.2,22.0,,,+H
36858,0.9987628865979381,0.5097917651987958,0.9709116009178624,0.49435041384611134,"[56336982016.0, 6961873408.0, 0, 17283812.0]","[0, 0, 0, 0]","[75013280.0, 11931999.0, 0, 1493090.0]",C10H19O6PS2,0.2,22.0,,-H2O,+Na
1123162,0.9854435831180017,0.13849515652120423,0.8424951438248236,0.11498303230235696,"[1056313600.0, 75654456.0, 0, 0]","[0, 0, 0, 0]","[3098701.0, 1706488.5, 0, 0]",C45H78NO8P,0.2,22.0,,,+H
1199491,0.9988122233020192,0.19831713406092794,0.8229944802966672,0.16302004500525646,"[42079559680.0, 1291656320.0, 3387655.0, 1141447.75]","[0, 0, 0, 0]","[56900224.0, 8280436.5, 3387655.0, 1141447.75]",C49H92NO8P,0.2,22.0,,,+H
1123109,0.9922984356197353,0.16369975194759678,0.8484387638235211,0.13781955094819795,"[2127150208.0, 189986592.0, 0, 0]","[0, 0, 0, 0]","[7110979.0, 3429223.25, 0, 0]",C45H78NO10P,0.2,22.0,,,+H
1194510,0.9990284974093264,0.6649963382450179,0.9009580471504122,0.5985517422263433,"[12828184576.0, 3954935296.0, 12534446.0, 0]","[0, 0, 0, 0]","[14857972.0, 7526322.0, 1678747.625, 0]",C49H84NO8P,0.2,22.0,-CO2+CO,-H2O,+H
1094330,0.9973715651135006,0.2821113033461615,0.8589158651083706,0.24167297844380548,"[3722283776.0, 325795584.0, 0, 0]","[0, 0, 0, 0]","[4507843.0, 1999385.25, 0, 0]",C44H70NO8P,0.2,22.0,,-H2O,+H
1200156,0.9939647766323024,0.434730889761633,0.9039463593978223,0.3906017228403535,"[5637573632.0, 2250203648.0, 614831680.0, 1610342.375]","[0, 0, 0, 0]","[13281440.0, 7597609.5, 3876983.75, 1610342.375]",C49H93O8P,0.2,22.0,,,+H
1200786,0.9922639362912401,0.11986324484359182,0.9434369939608431,0.11220859886473536,"[1716491008.0, 5384292352.0, 321808416.0, 0]","[0, 0, 0, 0]","[15764418.0, 12138665.0, 4587298.0, 0]",C49H95O8P,0.2,22.0,,,+H
1201179,0.9859835100117785,0.27657241747649997,0.8386255725308621,0.2286897074256965,"[2039043200.0, 205401920.0, 1157776.25, 0]","[0, 0, 0, 0]","[7035420.0, 3010090.5, 1157776.25, 0]",C49H97O8P,0.2,22.0,,,+H
132324,0.9989191897501969,0.42186862882657034,0.9694660179451191,0.4085452620189243,"[20076974080.0, 0, 752682560.0, 0]","[0, 0, 0, 0]","[14809776.0, 0, 2111927.25, 0]",C12H28N4O,0.2,22.0,,,+H
1155161,0.9984935977906101,0.5070142948368188,0.9579284373111305,0.4849517765838221,"[13849634816.0, 6207558656.0, 463247456.0, 172308368.0]","[0, 0, 0, 0]","[9912922.0, 5324663.5, 5593341.0, 2211352.75]",C47H72NO8P,0.2,22.0,-CO2+CO,,+H
1155161,0.9984935977906101,0.5070142948368188,0.9579284373111305,0.4849517765838221,"[13849634816.0, 6207558656.0, 463247456.0, 172308368.0]","[0, 0, 0, 0]","[9912922.0, 5324663.5, 5593341.0, 2211352.75]",C47H74NO8P,0.2,22.0,,-H2O,+H
1036478,0.9988846092120045,0.3860626738945524,0.863949606078447,0.3331666690449108,"[14490764288.0, 785915968.0, 0, 0]","[0, 0, 0, 0]","[10343454.0, 3028974.5, 0, 0]",C41H74NO7P,0.2,22.0,,,+H
1153866,0.97990465713238,0.30106746343274293,0.9017945175545674,0.26604508249620196,"[1175275520.0, 509414912.0, 0, 0]","[0, 0, 0, 0]","[2533456.75, 2151595.75, 0, 0]",C47H72NO8P,0.2,22.0,,-H2O,+H
139539,0.9986826176742861,0.6501621089969014,0.9676548978343918,0.6283037410563984,"[13192065024.0, 485545216.0, 0, 0]","[0, 0, 0, 0]","[17513818.0, 2460732.0, 0, 0]",C13H10O6,0.2,22.0,,,+Na
1036478,0.9988846092120045,0.3860626738945524,0.863949606078447,0.3331666690449108,"[14490764288.0, 785915968.0, 0, 0]","[0, 0, 0, 0]","[10343454.0, 3028974.5, 0, 0]",C41H76NO8P,0.2,22.0,,-H2O,+H
1036478,0.9988846092120045,0.3860626738945524,0.863949606078447,0.3331666690449108,"[14490764288.0, 785915968.0, 0, 0]","[0, 0, 0, 0]","[10343454.0, 3028974.5, 0, 0]",C41H74NO8P,0.2,22.0,-CO2+CO,,+H
1122429,0.9939883148831489,0.5356019818546177,0.9696713618596535,0.5162356869829524,"[474440138752.0, 243978272768.0, 131832438784.0, 3681520128.0]","[0, 0, 0, 0]","[725298048.0, 359138432.0, 101583640.0, 38521844.0]",C45H80NO8P,0.2,22.0,,-H2O,+Na
587685,0.9979660659711245,0.17291470039925524,0.9245386288683464,0.159541162469952,"[4096151808.0, 31019638.0, 0, 0]","[0, 0, 0, 0]","[4949223.0, 1133026.25, 0, 0]",C23H46NO7P,0.2,22.0,,,+H
1141268,0.9975133525960949,0.45624263102464424,0.8826570927708409,0.40170440698040244,"[12001142784.0, 2468259328.0, 0, 0]","[0, 0, 0, 0]","[8725249.0, 4232076.5, 0, 0]",C46H76NO10P,0.2,22.0,,,+H
1367410,0.9980175966143223,0.5314115901661117,0.8920441800850513,0.47310287255003786,"[23068573696.0, 10935569408.0, 0, 0]","[0, 0, 0, 0]","[23178698.0, 14234352.0, 0, 0]",C62H100O6,0.2,22.0,,-H2O,+H
680063,0.9180555555555555,0.3524808676588433,0.9401302080707993,0.3042233325979009,"[66982472.0, 23345788.0, 0, 0]","[0, 0, 0, 0]","[4175242.5, 1335821.125, 0, 0]",C26H46NO7P,0.2,22.0,-CO2+CO,,+H
1177318,0.995890896209706,0.29790329880391975,0.9544860941744517,0.28317615482374797,"[13459959808.0, 10425882624.0, 444283424.0, 434454848.0]","[0, 0, 0, 0]","[11192750.0, 5952352.0, 19400622.0, 8776427.0]",C48H76NO8P,0.2,22.0,-CO2+CO,,+H
1138297,0.9966819028271542,0.428782176315427,0.8574413657652428,0.3664356579521168,"[3935558656.0, 427479488.0, 0, 0]","[0, 0, 0, 0]","[4863593.0, 2176734.0, 0, 0]",C46H74NO8P,0.2,22.0,-CO2+CO,-H2O,+H
834873,0.9984271523178808,0.6260099405467677,0.9407579052771402,0.5879975129171167,"[16786233344.0, 3296800000.0, 0, 0]","[0, 0, 0, 0]","[17814958.0, 5692934.0, 0, 0]",C32H49NO5,0.2,22.0,,,+Na
1020287,0.9983493932905068,0.44799734236835487,0.8785493490936704,0.39293811491364367,"[5828883968.0, 547496000.0, 0, 0]","[0, 0, 0, 0]","[6257867.0, 3071296.5, 0, 0]",C40H76NO7P,0.2,22.0,,,+H
1020287,0.9983493932905068,0.44799734236835487,0.8785493490936704,0.39293811491364367,"[5828883968.0, 547496000.0, 0, 0]","[0, 0, 0, 0]","[6257867.0, 3071296.5, 0, 0]",C40H78NO8P,0.2,22.0,,-H2O,+H
1519230,0.9615384615384616,0.4723199856412635,0.745132304638144,0.3384046917572401,"[70714840.0, 12204773.0, 123567488.0, 63025000.0]","[0, 0, 0, 0]","[11516924.0, 6933828.5, 7377443.5, 4266443.0]",C86H164O17P2,0.2,22.0,,-H2O,+H
1097600,0.9952018922115222,0.5857736539041872,0.9451064256009959,0.5509621232834078,"[7106868736.0, 3131836928.0, 197542688.0, 0]","[0, 0, 0, 0]","[11902574.0, 5058448.5, 6408568.5, 0]",C44H76NO8P,0.2,22.0,,-H2O,+Na
1179256,0.998049874881353,0.33431107492715384,0.900131849735462,0.3003372067198107,"[12584708096.0, 3620582912.0, 197898112.0, 113577248.0]","[0, 0, 0, 0]","[12288176.0, 5620355.5, 17661874.0, 8011338.5]",C48H78NO8P,0.2,22.0,,,+H
815730,0.9704761904761905,0.28446499494265703,0.8997935470681141,0.24840285941492732,"[264592512.0, 11746762.0, 0, 0]","[0, 0, 0, 0]","[4245292.0, 1123051.625, 0, 0]",C31H41NO3,0.2,22.0,,,+H
1020287,0.9983493932905068,0.44799734236835487,0.8785493490936704,0.39293811491364367,"[5828883968.0, 547496000.0, 0, 0]","[0, 0, 0, 0]","[6257867.0, 3071296.5, 0, 0]",C40H76NO8P,0.2,22.0,-CO2+CO,,+H
795370,0.95,0.7862724116036051,0.9651930516683735,0.7209594349784183,"[24405684.0, 7575866.5, 0, 0]","[0, 0, 0, 0]","[10586152.0, 2712651.25, 0, 0]",C30H46O6,0.2,22.0,-CO2+CO,-H2O,+H
1177318,0.995890896209706,0.29790329880391975,0.9544860941744517,0.28317615482374797,"[13459959808.0, 10425882624.0, 444283424.0, 434454848.0]","[0, 0, 0, 0]","[11192750.0, 5952352.0, 19400622.0, 8776427.0]",C48H78NO8P,0.2,22.0,,-H2O,+H
1166405,0.980701754385965,0.4239342934092363,0.647303895886201,0.2691186047815288,"[41070032.0, 293950688.0, 295224320.0, 6103865344.0]","[0, 0, 0, 0]","[3893349.25, 15734073.0, 6919228.5, 15986942.0]",C47H87O8P,0.2,22.0,,,+H
