id	formula	name
LMGL02010164	C43H76O5	DG(20:1(11Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]
LMGL02010165	C43H76O5	DG(20:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]
LMGL02010166	C42H72O5	DG(19:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]
LMGL02010167	C42H76O5	DG(18:3(9Z,12Z,15Z)/21:0/0:0)[iso2]
LMGL02010168	C43H80O5	DG(18:2(9Z,12Z)/22:0/0:0)[iso2]
LMGL02010169	C43H80O5	DG(18:1(9Z)/22:1(13Z)/0:0)[iso2]
LMGL02010170	C43H78O5	DG(18:0/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010171	C42H74O5	DG(17:2(9Z,12Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010172	C42H72O5	DG(17:1(9Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010173	C42H72O5	DG(17:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010174	C41H66O5	DG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010175	C43H74O5	DG(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]
LMGL02010176	C43H74O5	DG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]
LMGL02010177	C43H74O5	DG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]
LMGL02010178	C43H84O5	DG(19:0/21:0/0:0)[iso2]
LMGL02010179	C43H78O5	DG(18:3(9Z,12Z,15Z)/22:0/0:0)[iso2]
LMGL02010180	C43H78O5	DG(18:2(9Z,12Z)/22:1(13Z)/0:0)[iso2]
LMGL02010181	C43H76O5	DG(18:1(9Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010182	C43H80O5	DG(18:0/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010183	C42H70O5	DG(17:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010184	C42H70O5	DG(17:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010185	C42H70O5	DG(17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010186	C43H72O5	DG(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)/0:0)
LMGL02010187	C43H72O5	DG(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]
LMGL02010188	C43H72O5	DG(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]
LMGL02010189	C44H86O5	DG(20:0/21:0/0:0)[iso2]
LMGL02010190	C44H86O5	DG(19:0/22:0/0:0)[iso2]
LMGL02010191	C43H76O5	DG(18:3(9Z,12Z,15Z)/22:1(13Z)/0:0)[iso2]
LMGL02010192	C43H74O5	DG(18:2(9Z,12Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010193	C43H78O5	DG(18:1(9Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010194	C43H76O5	DG(18:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010195	C42H68O5	DG(17:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010196	C42H68O5	DG(17:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010197	C43H70O5	DG(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]
LMGL02010198	C43H70O5	DG(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]
LMGL02010199	C44H84O5	DG(20:1(11Z)/21:0/0:0)[iso2]
LMGL02010200	C45H88O5	DG(20:0/22:0/0:0)[iso2]
LMGL02010201	C44H84O5	DG(19:0/22:1(13Z)/0:0)[iso2]
LMGL02010202	C43H72O5	DG(18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010203	C43H76O5	DG(18:2(9Z,12Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010204	C43H74O5	DG(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010205	C43H74O5	DG(18:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010206	C42H66O5	DG(17:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010207	C43H68O5	DG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/0:0)
LMGL02010208	C43H68O5	DG(20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]
LMGL02010209	C44H82O5	DG(20:2(11Z,14Z)/21:0/0:0)[iso2]
LMGL02010210	C45H86O5	DG(20:1(11Z)/22:0/0:0)[iso2]
LMGL02010211	C45H86O5	DG(20:0/22:1(13Z)/0:0)[iso2]
LMGL02010212	C44H80O5	DG(19:0/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010213	C43H74O5	DG(18:3(9Z,12Z,15Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010214	C43H72O5	DG(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010215	C43H72O5	DG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010216	C43H72O5	DG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010217	C43H66O5	DG(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]
LMGL02010218	C44H80O5	DG(20:3(8Z,11Z,14Z)/21:0/0:0)[iso2]
LMGL02010219	C45H84O5	DG(20:2(11Z,14Z)/22:0/0:0)[iso2]
LMGL02010220	C45H84O5	DG(20:1(11Z)/22:1(13Z)/0:0)[iso2]
LMGL02010221	C45H82O5	DG(20:0/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010222	C44H82O5	DG(19:0/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010223	C43H70O5	DG(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010224	C43H70O5	DG(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010225	C43H70O5	DG(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010226	C43H64O5	DG(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)
LMGL02010227	C44H78O5	DG(20:4(5Z,8Z,11Z,14Z)/21:0/0:0)[iso2]
LMGL02010228	C45H82O5	DG(20:3(8Z,11Z,14Z)/22:0/0:0)[iso2]
LMGL02010229	C45H82O5	DG(20:2(11Z,14Z)/22:1(13Z)/0:0)[iso2]
LMGL02010230	C45H80O5	DG(20:1(11Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010231	C45H84O5	DG(20:0/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010232	C44H78O5	DG(19:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010233	C43H68O5	DG(18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010234	C43H68O5	DG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010235	C44H76O5	DG(20:5(5Z,8Z,11Z,14Z,17Z)/21:0/0:0)[iso2]
LMGL02010236	C45H80O5	DG(20:4(5Z,8Z,11Z,14Z)/22:0/0:0)[iso2]
LMGL02010237	C45H80O5	DG(20:3(8Z,11Z,14Z)/22:1(13Z)/0:0)[iso2]
LMGL02010238	C45H78O5	DG(20:2(11Z,14Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010239	C45H82O5	DG(20:1(11Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010240	C45H80O5	DG(20:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010241	C44H76O5	DG(19:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010242	C43H66O5	DG(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010243	C45H88O5	DG(21:0/21:0/0:0)
LMGL02010244	C45H78O5	DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:0/0:0)[iso2]
LMGL02010245	C45H78O5	DG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/0:0)[iso2]
LMGL02010246	C45H76O5	DG(20:3(8Z,11Z,14Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010247	C45H80O5	DG(20:2(11Z,14Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010248	C45H78O5	DG(20:1(11Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010249	C45H78O5	DG(20:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010250	C44H74O5	DG(19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010251	C46H90O5	DG(21:0/22:0/0:0)[iso2]
LMGL02010252	C45H76O5	DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z)/0:0)[iso2]
LMGL02010253	C45H74O5	DG(20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010254	C45H78O5	DG(20:3(8Z,11Z,14Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010255	C45H76O5	DG(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010256	C45H76O5	DG(20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010257	C45H76O5	DG(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010258	C47H92O5	DG(22:0/22:0/0:0)
LMGL02010259	C46H88O5	DG(21:0/22:1(13Z)/0:0)[iso2]
LMGL02010260	C45H72O5	DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010261	C45H76O5	DG(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010262	C45H74O5	DG(20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010263	C45H74O5	DG(20:2(11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010264	C45H74O5	DG(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010265	C47H90O5	DG(22:0/22:1(13Z)/0:0)[iso2]
LMGL02010266	C46H84O5	DG(21:0/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010267	C45H74O5	DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010268	C45H72O5	DG(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010269	C45H72O5	DG(20:3(8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010270	C45H72O5	DG(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010271	C47H88O5	DG(22:1(13Z)/22:1(13Z)/0:0)
LMGL02010272	C47H86O5	DG(22:0/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010273	C46H86O5	DG(21:0/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010274	C45H70O5	DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010275	C45H70O5	DG(20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010276	C45H70O5	DG(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010277	C47H84O5	DG(22:1(13Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010278	C47H88O5	DG(22:0/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010279	C46H82O5	DG(21:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010280	C45H68O5	DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010281	C45H68O5	DG(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010282	C47H80O5	DG(22:3(10Z,13Z,16Z)/22:3(10Z,13Z,16Z)/0:0)
LMGL02010283	C47H86O5	DG(22:1(13Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010284	C47H84O5	DG(22:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010285	C46H80O5	DG(21:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010286	C45H66O5	DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010287	C47H82O5	DG(22:3(10Z,13Z,16Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010288	C47H82O5	DG(22:1(13Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010289	C47H82O5	DG(22:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010290	C46H78O5	DG(21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010291	C47H84O5	DG(22:2(13Z,16Z)/22:2(13Z,16Z)/0:0)
LMGL02010292	C47H78O5	DG(22:3(10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010293	C47H80O5	DG(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010294	C47H80O5	DG(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010295	C47H80O5	DG(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010296	C47H76O5	DG(22:3(10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010297	C47H78O5	DG(22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010298	C47H76O5	DG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/0:0)
LMGL02010299	C47H78O5	DG(22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010300	C47H74O5	DG(22:3(10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010301	C47H74O5	DG(22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010302	C47H76O5	DG(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010303	C47H72O5	DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)
LMGL02010304	C47H72O5	DG(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010305	C47H70O5	DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010306	C47H68O5	DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)
LMGL02010307	C37H70O5	DG(16:0/18:1(11Z)/0:0)
LMGL02010308	C43H64O5	DG(20:5(5Z,8Z,11Z,14Z,17Z)/0:0/20:5(5Z,8Z,11Z,14Z,17Z)) (d5)
LMGL02010309	C31H60O5	DG(14:0/0:0/14:0) (d5)
LMGL02010310	C33H64O5	DG(15:0/0:0/15:0) (d5)
LMGL02010311	C35H68O5	DG(16:0/0:0/16:0) (d5)
LMGL02010312	C37H72O5	DG(17:0/0:0/17:0) (d5)
LMGL02010313	C41H80O5	DG(19:0/0:0/19:0) (d5)
LMGL02010314	C43H84O5	DG(20:0/0:0/20:0) (d5)
LMGL02010315	C43H76O5	DG(20:2(11Z,14Z)/0:0/20:2(11Z,14Z)) (d5)
LMGL02010316	C43H68O5	DG(20:4(5Z,8Z,11Z,14Z)/0:0/20:4(5Z,8Z,11Z,14Z)) (d5)
LMGL02010317	C35H64O5	DG(16:1(9Z)/0:0/16:1(9Z)) (d5)
LMGL02010318	C39H76O5	DG(18:0/0:0/18:0) (d5)
LMGL02010319	C39H72O5	DG(18:1(9Z)/0:0/18:1(9Z)) (d5)
LMGL02010320	C39H68O5	DG(18:2(9Z,12Z)/0:0/18:2(9Z,12Z)) (d5)
LMGL02010321	C31H60O5	1,2-dimyristoyl-sn-glycerol
LMGL02010322	C31H58O5	DG(12:0/16:1(9Z)/0:0)[iso2]
LMGL02010323	C27H52O5	DG(12:0/12:0/0:0)[iso2]
LMGL02010324	C29H56O5	DG(13:0/13:0/0:0)
LMGL02010325	C31H56O5	DG(14:1(9Z)/14:1(9Z)/0:0)
LMGL02010326	C33H64O5	DG(15:0/15:0/0:0)
LMGL02010327	C33H60O5	DG(15:1(9Z)/15:1(9Z)/0:0)
LMGL02010328	C39H64O5	DG(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)/0:0)
LMGL02010329	C39H60O5	DG(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)/0:0)
LMGL02010330	C41H76O5	DG(19:1(9Z)/19:1(9Z)/0:0)
LMGL02010331	C31H60O5	DG(12:0/16:0/0:0)[iso2]
LMGL02010332	C32H62O5	DG(12:0/17:0/0:0)[iso2]
LMGL02010333	C32H60O5	DG(12:0/17:1(9Z)/0:0)[iso2]
LMGL02010334	C32H58O5	DG(12:0/17:2(9Z,12Z)/0:0)[iso2]
LMGL02010335	C33H64O5	DG(12:0/18:0/0:0)[iso2]
LMGL02010336	C33H62O5	DG(12:0/18:1(9Z)/0:0)[iso2]
LMGL02010337	C33H60O5	DG(12:0/18:2(9Z,12Z)/0:0)[iso2]
LMGL02010338	C33H58O5	DG(12:0/18:3(9Z,12Z,15Z)/0:0)[iso2]
LMGL02010339	C34H66O5	DG(12:0/19:0/0:0)[iso2]
LMGL02010340	C35H68O5	DG(12:0/20:0/0:0)[iso2]
LMGL02010341	C35H66O5	DG(12:0/20:1(11Z)/0:0)[iso2]
LMGL02010342	C35H64O5	DG(12:0/20:2(11Z,14Z)/0:0)[iso2]
LMGL02010343	C35H62O5	DG(12:0/20:3(8Z,11Z,14Z)/0:0)[iso2]
LMGL02010344	C35H60O5	DG(12:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]
LMGL02010345	C35H58O5	DG(12:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]
LMGL02010346	C36H70O5	DG(12:0/21:0/0:0)[iso2]
LMGL02010347	C37H72O5	DG(12:0/22:0/0:0)[iso2]
LMGL02010348	C37H70O5	DG(12:0/22:1(11Z)/0:0)[iso2]
LMGL02010349	C37H68O5	DG(12:0/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010350	C37H66O5	DG(12:0/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010351	C37H64O5	DG(12:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010352	C37H62O5	DG(12:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010353	C37H60O5	DG(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010354	C32H62O5	DG(13:0/16:0/0:0)[iso2]
LMGL02010355	C32H60O5	DG(13:0/16:1(9Z)/0:0)[iso2]
LMGL02010356	C33H64O5	DG(13:0/17:0/0:0)[iso2]
LMGL02010357	C33H62O5	DG(13:0/17:1(9Z)/0:0)[iso2]
LMGL02010358	C33H60O5	DG(13:0/17:2(9Z,12Z)/0:0)[iso2]
LMGL02010359	C34H66O5	DG(13:0/18:0/0:0)[iso2]
LMGL02010360	C34H64O5	DG(13:0/18:1(9Z)/0:0)[iso2]
LMGL02010361	C34H62O5	DG(13:0/18:2(9Z,12Z)/0:0)[iso2]
LMGL02010362	C34H60O5	DG(13:0/18:3(9Z,12Z,15Z)/0:0)[iso2]
LMGL02010363	C35H68O5	DG(13:0/19:0/0:0)[iso2]
LMGL02010364	C36H70O5	DG(13:0/20:0/0:0)[iso2]
LMGL02010365	C36H68O5	DG(13:0/20:1(11Z)/0:0)[iso2]
LMGL02010366	C36H66O5	DG(13:0/20:2(11Z,14Z)/0:0)[iso2]
LMGL02010367	C36H64O5	DG(13:0/20:3(8Z,11Z,14Z)/0:0)[iso2]
LMGL02010368	C36H62O5	DG(13:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]
LMGL02010369	C36H60O5	DG(13:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]
LMGL02010370	C37H72O5	DG(13:0/21:0/0:0)[iso2]
LMGL02010371	C38H74O5	DG(13:0/22:0/0:0)[iso2]
LMGL02010372	C38H72O5	DG(13:0/22:1(11Z)/0:0)[iso2]
LMGL02010373	C38H70O5	DG(13:0/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010374	C38H68O5	DG(13:0/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010375	C38H66O5	DG(13:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010376	C38H64O5	DG(13:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010377	C38H62O5	DG(13:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010378	C33H64O5	DG(14:0/16:0/0:0)[iso2]
LMGL02010379	C33H62O5	DG(14:0/16:1(9Z)/0:0)[iso2]
LMGL02010380	C34H66O5	DG(14:0/17:0/0:0)[iso2]
LMGL02010381	C34H64O5	DG(14:0/17:1(9Z)/0:0)[iso2]
LMGL02010382	C34H62O5	DG(14:0/17:2(9Z,12Z)/0:0)[iso2]
LMGL02010383	C35H68O5	DG(14:0/18:0/0:0)[iso2]
LMGL02010384	C35H66O5	DG(14:0/18:1(9Z)/0:0)[iso2]
LMGL02010385	C35H64O5	DG(14:0/18:2(9Z,12Z)/0:0)[iso2]
LMGL02010386	C35H62O5	DG(14:0/18:3(9Z,12Z,15Z)/0:0)[iso2]
LMGL02010387	C36H70O5	DG(14:0/19:0/0:0)[iso2]
LMGL02010388	C37H72O5	DG(14:0/20:0/0:0)[iso2]
LMGL02010389	C37H70O5	DG(14:0/20:1(11Z)/0:0)[iso2]
LMGL02010390	C37H68O5	DG(14:0/20:2(11Z,14Z)/0:0)[iso2]
LMGL02010391	C37H66O5	DG(14:0/20:3(8Z,11Z,14Z)/0:0)[iso2]
LMGL02010392	C37H64O5	DG(14:0/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]
LMGL02010393	C37H62O5	DG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]
LMGL02010394	C38H74O5	DG(14:0/21:0/0:0)[iso2]
LMGL02010395	C39H76O5	DG(14:0/22:0/0:0)[iso2]
LMGL02010396	C39H74O5	DG(14:0/22:1(11Z)/0:0)[iso2]
LMGL02010397	C39H72O5	DG(14:0/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010398	C39H70O5	DG(14:0/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010399	C39H68O5	DG(14:0/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010400	C39H66O5	DG(14:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010401	C39H64O5	DG(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010402	C33H62O5	DG(14:1(9Z)/16:0/0:0)[iso2]
LMGL02010403	C33H60O5	DG(14:1(9Z)/16:1(9Z)/0:0)[iso2]
LMGL02010404	C34H64O5	DG(14:1(9Z)/17:0/0:0)[iso2]
LMGL02010405	C34H62O5	DG(14:1(9Z)/17:1(9Z)/0:0)[iso2]
LMGL02010406	C34H60O5	DG(14:1(9Z)/17:2(9Z,12Z)/0:0)[iso2]
LMGL02010407	C35H66O5	DG(14:1(9Z)/18:0/0:0)[iso2]
LMGL02010408	C35H64O5	DG(14:1(9Z)/18:1(9Z)/0:0)[iso2]
LMGL02010409	C35H62O5	DG(14:1(9Z)/18:2(9Z,12Z)/0:0)[iso2]
LMGL02010410	C35H60O5	DG(14:1(9Z)/18:3(9Z,12Z,15Z)/0:0)[iso2]
LMGL02010411	C36H68O5	DG(14:1(9Z)/19:0/0:0)[iso2]
LMGL02010412	C37H70O5	DG(14:1(9Z)/20:0/0:0)[iso2]
LMGL02010413	C37H68O5	DG(14:1(9Z)/20:1(11Z)/0:0)[iso2]
LMGL02010414	C37H66O5	DG(14:1(9Z)/20:2(11Z,14Z)/0:0)[iso2]
LMGL02010415	C37H64O5	DG(14:1(9Z)/20:3(8Z,11Z,14Z)/0:0)[iso2]
LMGL02010416	C37H62O5	DG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]
LMGL02010417	C37H60O5	DG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]
LMGL02010418	C38H72O5	DG(14:1(9Z)/21:0/0:0)[iso2]
LMGL02010419	C39H74O5	DG(14:1(9Z)/22:0/0:0)[iso2]
LMGL02010420	C39H72O5	DG(14:1(9Z)/22:1(11Z)/0:0)[iso2]
LMGL02010421	C39H70O5	DG(14:1(9Z)/22:2(13Z,16Z)/0:0)[iso2]
LMGL02010422	C39H68O5	DG(14:1(9Z)/22:3(10Z,13Z,16Z)/0:0)[iso2]
LMGL02010423	C39H66O5	DG(14:1(9Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]
LMGL02010424	C39H64O5	DG(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010425	C39H62O5	DG(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]
LMGL02010426	C34H66O5	DG(15:0/16:0/0:0)[iso2]
LMGL02010427	C34H64O5	DG(15:0/16:1(9Z)/0:0)[iso2]
LMGL02010428	C35H68O5	DG(15:0/17:0/0:0)[iso2]
LMGL02010429	C35H66O5	DG(15:0/17:1(9Z)/0:0)[iso2]
LMGL02010430	C35H64O5	DG(15:0/17:2(9Z,12Z)/0:0)[iso2]
LMGL02010431	C36H70O5	DG(15:0/18:0/0:0)[iso2]
LMGL02010432	C36H68O5	DG(15:0/18:1(9Z)/0:0)[iso2]
LMGL02010433	C36H66O5	DG(15:0/18:2(9Z,12Z)/0:0)[iso2]
