id	formula	name
LMSP0507AA06	C62H117NO18	Manalpha1-3Manbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0507AA07	C60H111NO18	Manalpha1-3Manbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0507AA08	C62H115NO18	Manalpha1-3Manbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0508AA01	C54H100N2O18	GlcNAcbeta1-4Manbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0508AA02	C56H104N2O18	GlcNAcbeta1-4Manbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0508AA03	C58H108N2O18	GlcNAcbeta1-4Manbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0508AA04	C60H112N2O18	GlcNAcbeta1-4Manbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0508AA05	C62H116N2O18	GlcNAcbeta1-4Manbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0508AA06	C64H120N2O18	GlcNAcbeta1-4Manbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0508AA07	C62H114N2O18	GlcNAcbeta1-4Manbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0508AA08	C64H118N2O18	GlcNAcbeta1-4Manbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0509AA01	C46H87NO13	Galalpha1-4Galbeta-Cer(d18:1/16:0)
LMSP0509AA02	C48H91NO13	Galalpha1-4Galbeta-Cer(d18:1/18:0)
LMSP0509AA03	C50H95NO13	Galalpha1-4Galbeta-Cer(d18:1/20:0)
LMSP0509AA04	C52H99NO13	Galalpha1-4Galbeta-Cer(d18:1/22:0)
LMSP0509AA05	C54H103NO13	Galalpha1-4Galbeta-Cer(d18:1/24:0)
LMSP0509AA06	C56H107NO13	Galalpha1-4Galbeta-Cer(d18:1/26:0)
LMSP0509AA07	C54H101NO13	Galalpha1-4Galbeta-Cer(d18:1/24:1(15Z))
LMSP0509AA08	C56H105NO13	Galalpha1-4Galbeta-Cer(d18:1/26:1(17Z))
LMSP0601AA01	C51H94N2O16	NeuAcalpha2-3Galbeta-Cer(d18:1/16:0)
LMSP0601AA02	C53H98N2O16	NeuAcalpha2-3Galbeta-Cer(d18:1/18:0)
LMSP0601AA03	C55H102N2O16	NeuAcalpha2-3Galbeta-Cer(d18:1/20:0)
LMSP0601AA04	C57H106N2O16	NeuAcalpha2-3Galbeta-Cer(d18:1/22:0)
LMSP0601AA05	C59H110N2O16	NeuAcalpha2-3Galbeta-Cer(d18:1/24:0)
LMSP0601AA06	C61H114N2O16	NeuAcalpha2-3Galbeta-Cer(d18:1/26:0)
LMSP0601AA07	C59H108N2O16	NeuAcalpha2-3Galbeta-Cer(d18:1/24:1(15Z))
LMSP0601AA08	C61H112N2O16	NeuAcalpha2-3Galbeta-Cer(d18:1/26:1(17Z))
LMSP0601AB01	C77H137N3O36	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AB02	C79H141N3O36	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AB03	C81H145N3O36	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AB04	C83H149N3O36	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AB05	C85H153N3O36	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AB06	C87H157N3O36	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AB07	C85H151N3O36	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AB08	C87H155N3O36	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AC01	C88H154N4O44	NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AC02	C90H158N4O44	NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AC03	C92H162N4O44	NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AC04	C94H166N4O44	NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AC05	C96H170N4O44	NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AC06	C98H174N4O44	NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AC07	C96H168N4O44	NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AC08	C98H172N4O44	NeuAcalpha2-3Galbeta1-3(NeuAcalpha2-6)GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AD01	C88H154N4O44	NeuAcalpha2-6(NeuAcalpha2-3)Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AD02	C90H158N4O44	NeuAcalpha2-6(NeuAcalpha2-3)Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AD03	C92H162N4O44	NeuAcalpha2-6(NeuAcalpha2-3)Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AD04	C94H166N4O44	NeuAcalpha2-6(NeuAcalpha2-3)Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AD05	C96H170N4O44	NeuAcalpha2-6(NeuAcalpha2-3)Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AD06	C98H174N4O44	NeuAcalpha2-6(NeuAcalpha2-3)Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AD07	C96H168N4O44	NeuAcalpha2-6(NeuAcalpha2-3)Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AD08	C98H172N4O44	NeuAcalpha2-6(NeuAcalpha2-3)Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AE01	C88H154N4O44	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AE02	C90H158N4O44	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AE03	C92H162N4O44	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AE04	C94H166N4O44	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AE05	C96H170N4O44	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AE06	C98H174N4O44	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AE07	C96H168N4O44	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AE08	C98H172N4O44	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AF01	C77H137N3O37	NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AF02	C79H141N3O37	NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AF03	C81H145N3O37	NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AF04	C83H149N3O37	NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AF05	C85H153N3O37	NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AF06	C87H157N3O37	NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AF07	C85H151N3O37	NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AF08	C87H155N3O37	NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AG01	C88H154N4O46	NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AG02	C90H158N4O46	NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AG03	C92H162N4O46	NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AG04	C94H166N4O46	NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AG05	C96H170N4O46	NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AG06	C98H174N4O46	NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AG07	C96H168N4O46	NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AG08	C98H172N4O46	NeuGcalpha2-8NeuGcalpha2-3Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AH01	C71H127N3O31	NeuAcalpha2-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AH02	C73H131N3O31	NeuAcalpha2-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AH03	C75H135N3O31	NeuAcalpha2-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AH04	C77H139N3O31	NeuAcalpha2-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AH05	C79H143N3O31	NeuAcalpha2-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AH06	C81H147N3O31	NeuAcalpha2-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AH07	C79H141N3O31	NeuAcalpha2-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AH08	C81H145N3O31	NeuAcalpha2-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AI01	C77H137N3O36	NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AI02	C79H141N3O36	NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AI03	C81H145N3O36	NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AI04	C83H149N3O36	NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AI05	C85H153N3O36	NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AI06	C87H157N3O36	NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AI07	C85H151N3O36	NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AI08	C87H155N3O36	NeuAcalpha2-6Galbeta1-3GalNAcbeta1-3Galalpha1-4Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AJ01	C57H104N2O21	NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AJ02	C59H108N2O21	NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AJ03	C61H112N2O21	NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AJ04	C63H116N2O21	NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AJ05	C65H120N2O21	NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AJ06	C67H124N2O21	NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AJ07	C65H118N2O21	NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AJ08	C67H122N2O21	NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AK01	C68H121N3O29	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AK02	C70H125N3O29	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AK03	C72H129N3O29	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AK04	C74H133N3O29	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AK05	C76H137N3O29	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AK06	C78H141N3O29	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AK07	C76H135N3O29	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AK08	C78H139N3O29	NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AL01	C79H138N4O37	NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AL02	C81H142N4O37	NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AL03	C83H146N4O37	NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AL04	C85H150N4O37	NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AL05	C87H154N4O37	NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AL06	C89H158N4O37	NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AL07	C87H152N4O37	NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AL08	C89H156N4O37	NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AM01	C65H117N3O26	GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AM02	C67H121N3O26	GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AM03	C69H125N3O26	GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AM04	C71H129N3O26	GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AM05	C73H133N3O26	GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AM06	C75H137N3O26	GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AM07	C73H131N3O26	GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AM08	C75H135N3O26	GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AN01	C76H134N4O34	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AN02	C78H138N4O34	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AN03	C80H142N4O34	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AN04	C82H146N4O34	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AN05	C84H150N4O34	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AN06	C86H154N4O34	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AN07	C84H148N4O34	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AN08	C86H152N4O34	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AO01	C87H151N5O42	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AO02	C89H155N5O42	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AO03	C91H159N5O42	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AO04	C93H163N5O42	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AO05	C95H167N5O42	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AO06	C97H171N5O42	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AO07	C95H165N5O42	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AO08	C97H169N5O42	GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AP01	C67H119N3O31	GM1(12:0)
LMSP0601AP02	C73H131N3O31	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AP03	C75H135N3O31	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AP04	C77H139N3O31	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AP05	C79H143N3O31	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AP06	C81H147N3O31	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AP07	C79H141N3O31	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AP08	C81H145N3O31	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AP09	C69H123N3O31	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/14:0)
LMSP0601AP10	C71H127N3O31	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AQ01	C82H144N4O39	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AQ02	C84H148N4O39	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AQ03	C86H152N4O39	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AQ04	C88H156N4O39	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AQ05	C90H160N4O39	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AQ06	C92H164N4O39	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AQ07	C90H158N4O39	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AQ08	C92H162N4O39	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AR01	C93H161N5O47	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AR02	C95H165N5O47	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AR03	C97H169N5O47	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AR04	C99H173N5O47	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AR05	C101H177N5O47	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AR06	C103H181N5O47	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:0)
LMSP0601AR07	C101H175N5O47	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:1(15Z))
LMSP0601AR08	C103H179N5O47	Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-8NeuAcalpha2-8NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:1(17Z))
LMSP0601AS01	C82H144N4O39	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/16:0)
LMSP0601AS02	C84H148N4O39	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/18:0)
LMSP0601AS03	C86H152N4O39	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/20:0)
LMSP0601AS04	C88H156N4O39	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/22:0)
LMSP0601AS05	C90H160N4O39	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/24:0)
LMSP0601AS06	C92H164N4O39	NeuAcalpha2-3Galbeta1-3GalNAcbeta1-4(NeuAcalpha2-3)Galbeta1-4Glcbeta-Cer(d18:1/26:0)
