mol_id,mol_name,formula,adduct,mz
0,DAN-H,C10H10N2,-H,157.07712188790924
1,DAN-H2,C10H8N2,,156.06929685590924
2,DAN-H-H2,C10H8N2,-H,155.06147182390924
3,DAN-2H2,C10H6N2,,154.05364679190924
4,DAN-H-2H2,C10H6N2,-H,153.04582175990924
5,2DAN-H-H2,C20H18N4,-H,313.1458701639093
6,2DAN-H-2H2,C20H16N4,-H,311.13022009990925
7,2DAN-H-3H2,C20H14N4,-H,309.11457003590925
8,2DAN-H-4H2,C20H12N4,-H,307.09891997190925
9,2DAN-H-5H2,C20H10N4,-H,305.08326990790925
