mol_id,mol_name,formula,adduct,mz
0,9AA-H,C13H10N2,-H,193.07712188790924
1,9AA-H2-H,C13H8N2,-H,191.06147182390924
2,9AA-2H2-H,C13H6N2,-H,189.04582175990924
3,29AA-H2-H,C26H18N4,-H,385.1458701639093
4,29AA-2H2-H,C26H16N4,-H,383.1302200999093
5,29AA-3H2-H,C26H14N4,-H,381.1145700359093
6,29AA-4H2-H,C26H12N4,-H,379.0989199719093
7,39AA-2H2-H,C39H26N6,-H,577.2146184399093
8,39AA-3H2-H,C39H24N6,-H,575.1989683759093
