mol_id,mol_name,formula,adduct,mz
0,DAN-H,C10H10N2,-H,157.07602472809077
1,DAN,C10H10N2,,158.08384976009077
2,DAN+Na,C10H10N2,+Na,181.07361942009078
3,DAN+K,C10H10N2,+K,197.04755666009078
4,2DAN-H,C20H20N4,-H,315.1604230680908
